"S01.2","Open wound of nose",,,"-","Tidak Menular"
"S01.3","Open wound of ear",,,"-","Tidak Menular"
"S01.4","Open wound of cheek and temporomandibular area",,,"-","Tidak Menular"
"S01.5","Open wound of lip and oral cavity",,,"-","Tidak Menular"
"S01.7","Multiple open wounds of head",,,"-","Tidak Menular"
"S01.8","Open wound of other parts of head",,,"-","Tidak Menular"
"S01.9","Open wound of head, part unspecified",,,"-","Tidak Menular"
"S02","Fracture of skull and facial bones",,,"-","Tidak Menular"
"S02.0","Fracture of vault of skull",,,"-","Tidak Menular"
"S02.00","Fracture of vault of skull, closed",,,"-","Tidak Menular"
"S02.01","Fracture of vault of skull, open",,,"-","Tidak Menular"
"S02.1","Fracture of base of skull",,,"-","Tidak Menular"
"S02.10","Fracture of base of skull, closed",,,"-","Tidak Menular"
"S02.11","Fracture of base of skull, open",,,"-","Tidak Menular"
"S02.2","Fracture of nasal bones",,,"-","Tidak Menular"
"S02.20","Fracture of nasal bones, closed",,,"-","Tidak Menular"
"S02.21","Fracture of nasal bones, open",,,"-","Tidak Menular"
"S02.3","Fracture of orbital floor",,,"-","Tidak Menular"
"S02.30","Fracture of orbital floor, closed",,,"-","Tidak Menular"
"S02.31","Fracture of orbital floor, open",,,"-","Tidak Menular"
"S02.4","Fracture of malar and maxillary bones",,,"-","Tidak Menular"
"S02.40","Fracture of malar and maxillary bones, closed",,,"-","Tidak Menular"
"S02.41","Fracture of malar and maxillary bones, open",,,"-","Tidak Menular"
"S02.5","Fracture of tooth",,,"-","Tidak Menular"
"S02.50","Fracture of tooth, closed",,,"-","Tidak Menular"
"S02.51","Fracture of tooth, open",,,"-","Tidak Menular"
"S02.6","Fracture of mandible",,,"-","Tidak Menular"
"S02.60","Fracture of mandible, closed",,,"-","Tidak Menular"
"S02.61","Fracture of mandible, open",,,"-","Tidak Menular"
"S02.7","Multiple fractures involving skull and facial bones",,,"-","Tidak Menular"
"S02.70","Multiple fractures involving skull and facial bones, closed",,,"-","Tidak Menular"
"S02.71","Multiple fractures involving skull and facial bones, open",,,"-","Tidak Menular"
"S02.8","Fractures of other skull and facial bones",,,"-","Tidak Menular"
"S02.80","Fractures of other skull and facial bones, closed",,,"-","Tidak Menular"
"S02.81","Fractures of other skull and facial bones, open",,,"-","Tidak Menular"
"S02.9","Fracture of skull and facial bones, part unspecified",,,"-","Tidak Menular"
"S02.90","Fracture of skull and facial bones, part unspecified, closed",,,"-","Tidak Menular"
"S02.91","Fracture of skull and facial bones, part unspecified, open",,,"-","Tidak Menular"
"S03","Dislocation, sprain and strain of joints and ligaments of head",,,"-","Tidak Menular"
"S03.0","Dislocation of jaw",,,"-","Tidak Menular"
"S03.1","Dislocation of septal cartilage of nose",,,"-","Tidak Menular"
"S03.2","Dislocation of tooth",,,"-","Tidak Menular"
"S03.3","Dislocation of other and unspecified parts of head",,,"-","Tidak Menular"
"S03.4","Sprain and strain of jaw",,,"-","Tidak Menular"
"S03.5","Sprain and strain joints ligs other and unspec parts head",,,"-","Tidak Menular"
"S04","Injury of cranial nerves",,,"-","Tidak Menular"
"S04.0","Injury of optic nerve and pathways",,,"-","Tidak Menular"
"S04.1","Injury of oculomotor nerve",,,"-","Tidak Menular"
"S04.2","Injury of trochlear nerve",,,"-","Tidak Menular"
"S04.3","Injury of trigeminal nerve",,,"-","Tidak Menular"
"S04.4","Injury of abducent nerve",,,"-","Tidak Menular"
"S04.5","Injury of facial nerve",,,"-","Tidak Menular"
"S04.6","Injury of acoustic nerve",,,"-","Tidak Menular"
"S04.7","Injury of accessory nerve",,,"-","Tidak Menular"
"S04.8","Injury of other cranial nerves",,,"-","Tidak Menular"
"S04.9","Injury of unspecified cranial nerve",,,"-","Tidak Menular"
"S05","Injury of eye and orbit",,,"-","Tidak Menular"
"S05.0","Injury conjunctiva corneal abras without ment foreign body",,,"-","Tidak Menular"
"S05.1","Contusion of eyeball and orbital tissues",,,"-","Tidak Menular"
"S05.2","Ocular lacn and rupture with prolapse or loss intraoc tiss",,,"-","Tidak Menular"
"S05.3","Ocular lacn without prolapse or loss of intraocular tissue",,,"-","Tidak Menular"
"S05.4","Penetrating wound of orbit with or without foreign body",,,"-","Tidak Menular"
"S05.5","Penetrating wound of eyeball with foreign body",,,"-","Tidak Menular"
"S05.6","Penetrating wound of eyeball without foreign body",,,"-","Tidak Menular"
"S05.7","Avulsion of eye",,,"-","Tidak Menular"
"S05.8","Other injuries of eye and orbit",,,"-","Tidak Menular"
"S05.9","Injury of eye and orbit, unspecified",,,"-","Tidak Menular"
"S06","Intracranial injury",,,"-","Tidak Menular"
"S06.0","Concussion",,,"-","Tidak Menular"
"S06.00","Concussion, without open intracranial wound",,,"-","Tidak Menular"
"S06.01","Concussion, with open  intracranial wound",,,"-","Tidak Menular"
"S06.1","Traumatic cerebral oedema",,,"-","Tidak Menular"
"S06.10","Traumatic cerebral oedema, without open intracranial wound",,,"-","Tidak Menular"
"S06.11","Traumatic cerebral oedema, with open intracranial wound",,,"-","Tidak Menular"
"S06.2","Diffuse brain injury",,,"-","Tidak Menular"
"S06.20","Diffuse brain injury, without open intracranial wound",,,"-","Tidak Menular"
"S06.21","Diffuse brain injury, with open intracranial wound",,,"-","Tidak Menular"
"S06.3","Focal brain injury",,,"-","Tidak Menular"
"S06.30","Focal brain injury, without open intracranial wound",,,"-","Tidak Menular"
"S06.31","Focal brain injury, with open intracranial wound",,,"-","Tidak Menular"
"S06.4","Epidural haemorrhage",,,"-","Tidak Menular"
"S06.40","Epidural haemorrhage, without open intracranial wound",,,"-","Tidak Menular"
"S06.41","Epidural haemorrhage, with open intracranial wound",,,"-","Tidak Menular"
"S06.5","Traumatic subdural haemorrhage",,,"-","Tidak Menular"
"S06.50","Traumatic subdural haemorrhage, without open intracranial wound",,,"-","Tidak Menular"
"S06.51","Traumatic subdural haemorrhage, with open intracranial wound",,,"-","Tidak Menular"
"S06.6","Traumatic subarachnoid haemorrhage",,,"-","Tidak Menular"
"S06.60","Traumatic subarachnoid haemorrhage, without open intracranial wound",,,"-","Tidak Menular"
"S06.61","Traumatic subarachnoid haemorrhage, with open intracranial wound",,,"-","Tidak Menular"
"S06.7","Intracranial injury with prolonged coma",,,"-","Tidak Menular"
"S06.70","Intracranial injury with prolonged coma, without open intracranial wound",,,"-","Tidak Menular"
"S06.71","Intracranial injury with prolonged coma, with open intracranial wound",,,"-","Tidak Menular"
"S06.8","Other intracranial injuries",,,"-","Tidak Menular"
"S06.80","Other intracranial injuries, without open intracranial wound",,,"-","Tidak Menular"
"S06.81","Other intracranial injuries, with open intracranial wound",,,"-","Tidak Menular"
"S06.9","Intracranial injury, unspecified",,,"-","Tidak Menular"
"S06.90","Intracranial injury, unspecified, without open intracranial wound",,,"-","Tidak Menular"
"S06.91","Intracranial injury, unspecified, with open intracranial wound",,,"-","Tidak Menular"
"S07","Crushing injury of head",,,"-","Tidak Menular"
"S07.0","Crushing injury of face",,,"-","Tidak Menular"
"S07.1","Crushing injury of skull",,,"-","Tidak Menular"
"S07.8","Crushing injury of other parts of head",,,"-","Tidak Menular"
"S07.9","Crushing injury of head, part unspecified",,,"-","Tidak Menular"
"S08","Traumatic amputation of part of head",,,"-","Tidak Menular"
"S08.0","Avulsion of scalp",,,"-","Tidak Menular"
"S08.1","Traumatic amputation of ear",,,"-","Tidak Menular"
"S08.8","Traumatic amputation of other parts of head",,,"-","Tidak Menular"
"S08.9","Traumatic amputation of unspecified part of head",,,"-","Tidak Menular"
"S09","Other and unspecified injuries of head",,,"-","Tidak Menular"
"S09.0","Injury of blood vessels of head, not elsewhere classified",,,"-","Tidak Menular"
"S09.1","Injury of muscle and tendon of head",,,"-","Tidak Menular"
"S09.2","Traumatic rupture of ear drum",,,"-","Tidak Menular"
"S09.7","Multiple injuries of head",,,"-","Tidak Menular"
"S09.8","Other specified injuries of head",,,"-","Tidak Menular"
"S09.9","Unspecified injury of head",,,"-","Tidak Menular"
"S10","Superficial injury of neck",,,"-","Tidak Menular"
"S10.0","Contusion of throat",,,"-","Tidak Menular"
"S10.1","Other and unspecified superficial injuries of throat",,,"-","Tidak Menular"
"S10.7","Multiple superficial injuries of neck",,,"-","Tidak Menular"
"S10.8","Superficial injury of other parts of neck",,,"-","Tidak Menular"
"S10.9","Superficial injury of neck, part unspecified",,,"-","Tidak Menular"
"S11","Open wound of neck",,,"-","Tidak Menular"
"S11.0","Open wound involving larynx and trachea",,,"-","Tidak Menular"
"S11.1","Open wound involving thyroid gland",,,"-","Tidak Menular"
"S11.2","Open wound involving pharynx and cervical oesophagus",,,"-","Tidak Menular"
"S11.7","Multiple open wounds of neck",,,"-","Tidak Menular"
"S11.8","Open wound of other parts of neck",,,"-","Tidak Menular"
"S11.9","Open wound of neck, part unspecified",,,"-","Tidak Menular"
"S12","Fracture of neck",,,"-","Tidak Menular"
"S12.0","Fracture of first cervical vertebra",,,"-","Tidak Menular"
"S12.00","Fracture of first cervical vertebra, closed",,,"-","Tidak Menular"
"S12.01","Fracture of first cervical vertebra, open",,,"-","Tidak Menular"
"S12.1","Fracture of second cervical vertebra",,,"-","Tidak Menular"
"S12.10","Fracture of second cervical vertebra, closed",,,"-","Tidak Menular"
"S12.11","Fracture of second cervical vertebra, open",,,"-","Tidak Menular"
"S12.2","Fracture of other specified cervical vertebra",,,"-","Tidak Menular"
"S12.20","Fracture of other specified cervical vertebra, closed",,,"-","Tidak Menular"
"S12.21","Fracture of other specified cervical vertebra, open",,,"-","Tidak Menular"
"S12.7","Multiple fractures of cervical spine",,,"-","Tidak Menular"
"S12.70","Multiple fractures of cervical spine, closed",,,"-","Tidak Menular"
"S12.71","Multiple fractures of cervical spine, open",,,"-","Tidak Menular"
"S12.8","Fracture of other parts of neck",,,"-","Tidak Menular"
"S12.80","Fracture of other parts of neck, closed",,,"-","Tidak Menular"
"S12.81","Fracture of other parts of neck, open",,,"-","Tidak Menular"
"S12.9","Fracture of neck, part unspecified",,,"-","Tidak Menular"
"S12.90","Fracture of neck, part unspecified, closed",,,"-","Tidak Menular"
"S12.91","Fracture of neck, part unspecified, open",,,"-","Tidak Menular"
"S13","Dislocation, sprain and strain of joints and ligaments at neck level",,,"-","Tidak Menular"
"S13.0","Traumatic rupture of cervical intervertebral disc",,,"-","Tidak Menular"
"S13.1","Dislocation of cervical vertebra",,,"-","Tidak Menular"
"S13.2","Dislocation of other and unspecified parts of neck",,,"-","Tidak Menular"
"S13.3","Multiple dislocations of neck",,,"-","Tidak Menular"
"S13.4","Sprain and strain of cervical spine",,,"-","Tidak Menular"
"S13.5","Sprain and strain of thyroid region",,,"-","Tidak Menular"
"S13.6","Sprain and strain of joints and ligaments of other and  unspecified parts of neck",,,"-","Tidak Menular"
"S14","Injury of nerves and spinal cord at neck level",,,"-","Tidak Menular"
"S14.0","Concussion and oedema of cervical spinal cord",,,"-","Tidak Menular"
"S14.1","Other and unspecified injuries of cervical spinal cord",,,"-","Tidak Menular"
"S14.2","Injury of nerve root of cervical spine",,,"-","Tidak Menular"
"S14.3","Injury of brachial plexus",,,"-","Tidak Menular"
"S14.4","Injury of peripheral nerves of neck",,,"-","Tidak Menular"
"S14.5","Injury of cervical sympathetic nerves",,,"-","Tidak Menular"
"S14.6","Injury of other and unspecified nerves of neck",,,"-","Tidak Menular"
"S15","Injury of blood vessels at neck level",,,"-","Tidak Menular"
"S15.0","Injury of carotid artery",,,"-","Tidak Menular"
"S15.1","Injury of vertebral artery",,,"-","Tidak Menular"
"S15.2","Injury of external jugular vein",,,"-","Tidak Menular"
"S15.3","Injury of internal jugular vein",,,"-","Tidak Menular"
"S15.7","Injury of multiple blood vessels at neck level",,,"-","Tidak Menular"
"S15.8","Injury of other blood vessels at neck level",,,"-","Tidak Menular"
"S15.9","Injury of unspecified blood vessel at neck level",,,"-","Tidak Menular"
"S16","Injury of muscle and tendon at neck level",,,"-","Tidak Menular"
"S17","Crushing injury of neck",,,"-","Tidak Menular"
"S17.0","Crushing injury of larynx and trachea",,,"-","Tidak Menular"
"S17.8","Crushing injury of other parts of neck",,,"-","Tidak Menular"
"S17.9","Crushing injury of neck, part unspecified",,,"-","Tidak Menular"
"S18","Traumatic amputation at neck level",,,"-","Tidak Menular"
"S19","Other and unspecified injuries of neck",,,"-","Tidak Menular"
"S19.7","Multiple injuries of neck",,,"-","Tidak Menular"
"S19.8","Other specified injuries of neck",,,"-","Tidak Menular"
"S19.9","Unspecified injury of neck",,,"-","Tidak Menular"
"S20","Superficial injury of thorax",,,"-","Tidak Menular"
"S20.0","Contusion of breast",,,"-","Tidak Menular"
"S20.1","Other and unspecified superficial injuries of breast",,,"-","Tidak Menular"
"S20.2","Contusion of thorax",,,"-","Tidak Menular"
"S20.3","Other superficial injuries of front wall of thorax",,,"-","Tidak Menular"
"S20.4","Other superficial injuries of back wall of thorax",,,"-","Tidak Menular"
"S20.7","Multiple superficial injuries of thorax",,,"-","Tidak Menular"
"S20.8","Superficial injury of other and unspecified parts of thorax",,,"-","Tidak Menular"
"S21","Open wound of thorax",,,"-","Tidak Menular"
"S21.0","Open wound of breast",,,"-","Tidak Menular"
"S21.1","Open wound of front wall of thorax",,,"-","Tidak Menular"
"S21.2","Open wound of back wall of thorax",,,"-","Tidak Menular"
"S21.7","Multiple open wounds of thoracic wall",,,"-","Tidak Menular"
"S21.8","Open wound of other parts of thorax",,,"-","Tidak Menular"
"S21.9","Open wound of thorax, part unspecified",,,"-","Tidak Menular"
"S22","Fracture of rib(s), sternum and thoracic spine",,,"-","Tidak Menular"
"S22.0","Fracture of thoracic vertebra",,,"-","Tidak Menular"
"S22.00","Fracture of thoracic vertebra, closed",,,"-","Tidak Menular"
"S22.01","Fracture of thoracic vertebra, open",,,"-","Tidak Menular"
"S22.1","Multiple fractures of thoracic spine",,,"-","Tidak Menular"
"S22.10","Multiple fractures of thoracic spine, closed",,,"-","Tidak Menular"
"S22.11","Multiple fractures of thoracic spine, open",,,"-","Tidak Menular"
"S22.2","Fracture of sternum",,,"-","Tidak Menular"
"S22.20","Fracture of sternum, closed",,,"-","Tidak Menular"
"S22.21","Fracture of sternum, open",,,"-","Tidak Menular"
"S22.3","Fracture of rib",,,"-","Tidak Menular"
"S22.30","Fracture of rib, closed",,,"-","Tidak Menular"
"S22.31","Fracture of rib, open",,,"-","Tidak Menular"
"S22.4","Multiple fractures of ribs",,,"-","Tidak Menular"
"S22.40","Multiple fractures of ribs, closed",,,"-","Tidak Menular"
"S22.41","Multiple fractures of ribs, open",,,"-","Tidak Menular"
"S22.5","Flail chest",,,"-","Tidak Menular"
"S22.50","Flail chest, closed",,,"-","Tidak Menular"
"S22.51","Flail chest, open",,,"-","Tidak Menular"
"S22.8","Fracture of other parts of bony thorax",,,"-","Tidak Menular"
"S22.80","Fracture of other parts of bony thorax, closed",,,"-","Tidak Menular"
"S22.81","Fracture of other parts of bony thorax, open",,,"-","Tidak Menular"
"S22.9","Fracture of bony thorax, part unspecified",,,"-","Tidak Menular"
"S22.90","Fracture of bony thorax, part unspecified, closed",,,"-","Tidak Menular"
"S22.91","Fracture of bony thorax, part unspecified, open",,,"-","Tidak Menular"
"S23","Dislocation, sprain and strain of joints and ligaments of thorax",,,"-","Tidak Menular"
"S23.0","Traumatic rupture of thoracic intervertebral disc",,,"-","Tidak Menular"
"S23.1","Dislocation of thoracic vertebra",,,"-","Tidak Menular"
"S23.2","Dislocation of other and unspecified parts of thorax",,,"-","Tidak Menular"
"S23.3","Sprain and strain of thoracic spine",,,"-","Tidak Menular"
"S23.4","Sprain and strain of ribs and sternum",,,"-","Tidak Menular"
"S23.5","Sprain and strain of other and unspecified parts of thorax",,,"-","Tidak Menular"
"S24","Injury of nerves and spinal cord at thorax level",,,"-","Tidak Menular"
"S24.0","Concussion and oedema of thoracic spinal cord",,,"-","Tidak Menular"
"S24.1","Other and unspecified injuries of thoracic spinal cord",,,"-","Tidak Menular"
"S24.2","Injury of nerve root of thoracic spine",,,"-","Tidak Menular"
"S24.3","Injury of peripheral nerves of thorax",,,"-","Tidak Menular"
"S24.4","Injury of thoracic sympathetic nerves",,,"-","Tidak Menular"
"S24.5","Injury of other nerves of thorax",,,"-","Tidak Menular"
"S24.6","Injury of unspecified nerve of thorax",,,"-","Tidak Menular"
"S25","Injury of blood vessels of thorax",,,"-","Tidak Menular"
"S25.0","Injury of thoracic aorta",,,"-","Tidak Menular"
"S25.1","Injury of innominate or subclavian artery",,,"-","Tidak Menular"
"S25.2","Injury of superior vena cava",,,"-","Tidak Menular"
"S25.3","Injury of innominate or subclavian vein",,,"-","Tidak Menular"
"S25.4","Injury of pulmonary blood vessels",,,"-","Tidak Menular"
"S25.5","Injury of intercostal blood vessels",,,"-","Tidak Menular"
"S25.7","Injury of multiple blood vessels of thorax",,,"-","Tidak Menular"
"S25.8","Injury of other blood vessels of thorax",,,"-","Tidak Menular"
"S25.9","Injury of unspecified blood vessel of thorax",,,"-","Tidak Menular"
"S26","Injury of heart",,,"-","Tidak Menular"
"S26.0","Injury of heart with haemopericardium",,,"-","Tidak Menular"
"S26.00","Injury of heart with haemopericardium, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S26.01","Injury of heart with haemopericardium, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S26.8","Other injuries of heart",,,"-","Tidak Menular"
"S26.80","Other injuries of heart, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S26.81","Other injuries of heart, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S26.9","Injury of heart, unspecified",,,"-","Tidak Menular"
"S26.90","Injury of heart, unspecified, withoutopen wound into thoracic cavity",,,"-","Tidak Menular"
"S26.91","Injury of heart, unspecified, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27","Injury of other and unspecified intrathoracic organs",,,"-","Tidak Menular"
"S27.0","Traumatic pneumothorax",,,"-","Tidak Menular"
"S27.00","Traumatic pneumothorax, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.01","Traumatic pneumothorax, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.1","Traumatic haemothorax",,,"-","Tidak Menular"
"S27.10","Traumatic haemothorax, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.11","Traumatic haemothorax, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.2","Traumatic haemopneumothorax",,,"-","Tidak Menular"
"S27.20","Traumatic haemopneumothorax, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.21","Traumatic haemopneumothorax, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.3","Other injuries of lung",,,"-","Tidak Menular"
"S27.30","Other injuries of lung, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.31","Other injuries of lung, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.4","Injury of bronchus",,,"-","Tidak Menular"
"S27.40","Injury of bronchus, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.41","Injury of bronchus, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.5","Injury of thoracic trachea",,,"-","Tidak Menular"
"S27.50","Injury of thoracic trachea, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.51","Injury of thoracic trachea, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.6","Injury of pleura",,,"-","Tidak Menular"
"S27.60","Injury of pleura, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.61","Injury of pleura, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.7","Multiple injuries of intrathoracic organs",,,"-","Tidak Menular"
"S27.70","Multiple injuries of intrathoracic organs, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.71","Multiple injuries of intrathoracic organs, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.8","Injury of other specified intrathoracic organs",,,"-","Tidak Menular"
"S27.80","Injury of other specified intrathoracic organs, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.81","Injury of other specified intrathoracic organs, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.9","Injury of unspecified intrathoracic organ",,,"-","Tidak Menular"
"S27.90","Injury of unspecified intrathoracic organ, without open wound into thoracic cavity",,,"-","Tidak Menular"
"S27.91","Injury of unspecified intrathoracic organ, with open wound into thoracic cavity",,,"-","Tidak Menular"
"S28","Crushing injury of thorax and traumatic amputation of part of thorax",,,"-","Tidak Menular"
"S28.0","Crushed chest",,,"-","Tidak Menular"
"S28.1","Traumatic amputation of part of thorax",,,"-","Tidak Menular"
"S29","Other and unspecified injuries of thorax",,,"-","Tidak Menular"
"S29.0","Injury of muscle and tendon at thorax level",,,"-","Tidak Menular"
"S29.7","Multiple injuries of thorax",,,"-","Tidak Menular"
"S29.8","Other specified injuries of thorax",,,"-","Tidak Menular"
"S29.9","Unspecified injury of thorax",,,"-","Tidak Menular"
"S30","Superficial injury of abdomen, lower back and pelvis",,,"-","Tidak Menular"
"S30.0","Contusion of lower back and pelvis",,,"-","Tidak Menular"
"S30.1","Contusion of abdominal wall",,,"-","Tidak Menular"
"S30.2","Contusion of external genital organs",,,"-","Tidak Menular"
"S30.7","Multiple superficial injuries of abdomen lower back and pelvis",,,"-","Tidak Menular"
"S30.8","Other superficial injuries of abdomen, lower back and pelvis",,,"-","Tidak Menular"
"S30.9","Superficial injury of abdomen lower back and pelvis, part unspecified",,,"-","Tidak Menular"
"S31","Open wound of abdomen, lower back and pelvis",,,"-","Tidak Menular"
"S31.0","Open wound of lower back and pelvis",,,"-","Tidak Menular"
"S31.1","Open wound of abdominal wall",,,"-","Tidak Menular"
"S31.2","Open wound of penis",,,"-","Tidak Menular"
"S31.3","Open wound of scrotum and testes",,,"-","Tidak Menular"
"S31.4","Open wound of vagina and vulva",,,"-","Tidak Menular"
"S31.5","Open wound of other and unspecified external genital organs",,,"-","Tidak Menular"
"S31.7","Multiple open wounds of abdomen, lower back and pelvis",,,"-","Tidak Menular"
"S31.8","Open wound of other and unspecified parts of abdomen",,,"-","Tidak Menular"
"S32","Fracture of lumbar spine and pelvis",,,"-","Tidak Menular"
"S32.0","Fracture of lumbar vertebra",,,"-","Tidak Menular"
"S32.00","Fracture of lumbar vertebra, closed",,,"-","Tidak Menular"
"S32.01","Fracture of lumbar vertebra, open",,,"-","Tidak Menular"
"S32.1","Fracture of sacrum",,,"-","Tidak Menular"
"S32.10","Fracture of sacrum, closed",,,"-","Tidak Menular"
"S32.11","Fracture of sacrum, open",,,"-","Tidak Menular"
"S32.2","Fracture of coccyx",,,"-","Tidak Menular"
"S32.20","Fracture of coccyx, closed",,,"-","Tidak Menular"
"S32.21","Fracture of coccyx, open",,,"-","Tidak Menular"
"S32.3","Fracture of ilium",,,"-","Tidak Menular"
"S32.30","Fracture of ilium, closed",,,"-","Tidak Menular"
"S32.31","Fracture of ilium, open",,,"-","Tidak Menular"
"S32.4","Fracture of acetabulum",,,"-","Tidak Menular"
"S32.40","Fracture of acetabulum, closed",,,"-","Tidak Menular"
"S32.41","Fracture of acetabulum, open",,,"-","Tidak Menular"
"S32.5","Fracture of pubis",,,"-","Tidak Menular"
"S32.50","Fracture of pubis, closed",,,"-","Tidak Menular"
"S32.51","Fracture of pubis, open",,,"-","Tidak Menular"
"S32.7","Multiple fractures of lumbar spine and pelvis",,,"-","Tidak Menular"
"S32.70","Multiple fractures of lumbar spine and pelvis, closed",,,"-","Tidak Menular"
"S32.71","Multiple fractures of lumbar spine and pelvis, open",,,"-","Tidak Menular"
"S32.8","Fracture of oth unspecified parts of lumbar spine and pelvis",,,"-","Tidak Menular"
"S32.80","Fracture of other and unspecified  parts of lumbar spine and pelvis, closed",,,"-","Tidak Menular"
"S32.81","Fracture of other and unspecified parts of lumbar spine and pelvis, open",,,"-","Tidak Menular"
"S33","Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",,,"-","Tidak Menular"
"S33.0","Traumatic rupture of lumbar intervertebral disc",,,"-","Tidak Menular"
"S33.1","Dislocation of lumbar vertebra",,,"-","Tidak Menular"
"S33.2","Dislocation of sacroiliac and sacrococcygeal joint",,,"-","Tidak Menular"
"S33.3","Dislocation oth and unspec parts of lumbar spine and pelvis",,,"-","Tidak Menular"
"S33.4","Traumatic rupture of symphysis pubis",,,"-","Tidak Menular"
"S33.5","Sprain and strain of lumbar spine",,,"-","Tidak Menular"
"S33.6","Sprain and strain of sacroiliac joint",,,"-","Tidak Menular"
"S33.7","Sprain and strain of other and unspec partsof lumbar spine pelvis",,,"-","Tidak Menular"
"S34","Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level",,,"-","Tidak Menular"
"S34.0","Concussion and oedema of lumbar spinal cord",,,"-","Tidak Menular"
"S34.1","Other injury of lumbar spinal cord",,,"-","Tidak Menular"
"S34.2","Injury of nerve root of lumbar and sacral spine",,,"-","Tidak Menular"
"S34.3","Injury of cauda equina",,,"-","Tidak Menular"
"S34.4","Injury of lumbosacral plexus",,,"-","Tidak Menular"
"S34.5","Injury of lumbar, sacral and pelvic sympathetic nerves",,,"-","Tidak Menular"
"S34.6","Injury of peripheral nerve(s) of abdomen, lower back and pelvis",,,"-","Tidak Menular"
"S34.8","Injury other and unspecified nerves abdomen lower back and pelvis level",,,"-","Tidak Menular"
"S35","Injury of blood vessels at abdomen, lower back and pelvis level",,,"-","Tidak Menular"
"S35.0","Injury of abdominal aorta",,,"-","Tidak Menular"
"S35.1","Injury of inferior vena cava",,,"-","Tidak Menular"
"S35.2","Injury of coeliac or mesenteric artery",,,"-","Tidak Menular"
"S35.3","Injury of portal or splenic vein",,,"-","Tidak Menular"
"S35.4","Injury of renal blood vessels",,,"-","Tidak Menular"
"S35.5","Injury of iliac blood vessels",,,"-","Tidak Menular"
"S35.7","Injury of multiple blood vessels at abdomen, lower back and pelvis level",,,"-","Tidak Menular"
"S35.8","Injury of other blood vessels at abdomen, lower back and pelvis level",,,"-","Tidak Menular"
"S35.9","Injury of unspecified blood vessel abdoment, lower back and pelvis level",,,"-","Tidak Menular"
"S36","Injury of intra-abdominal organs",,,"-","Tidak Menular"
"S36.0","Injury of spleen",,,"-","Tidak Menular"
"S36.00","Injury of spleen, without open wound into cavity",,,"-","Tidak Menular"
"S36.01","Injury of spleen, with open wound into cavity",,,"-","Tidak Menular"
"S36.1","Injury of liver or gallbladder",,,"-","Tidak Menular"
"S36.10","Injury of liver or gallbladder, without open wound into cavity",,,"-","Tidak Menular"
"S36.11","Injury of liver or gallbladder, with open wound into cavity",,,"-","Tidak Menular"
"S36.2","Injury of pancreas",,,"-","Tidak Menular"
"S36.20","Injury of pancreas, without open wound into cavity",,,"-","Tidak Menular"
"S36.21","Injury of pancreas, with open wound into cavity",,,"-","Tidak Menular"
"S36.3","Injury of stomach",,,"-","Tidak Menular"
"S36.30","Injury of stomach, without open wound into cavity",,,"-","Tidak Menular"
"S36.31","Injury of stomach, with open wound into cavity",,,"-","Tidak Menular"
"S36.4","Injury of small intestine",,,"-","Tidak Menular"
"S36.40","Injury of small intestine, without open wound into cavity",,,"-","Tidak Menular"
"S36.41","Injury of small intestine, with open wound into cavity",,,"-","Tidak Menular"
"S36.5","Injury of colon",,,"-","Tidak Menular"
"S36.50","Injury of colon, without open wound into cavity",,,"-","Tidak Menular"
"S36.51","Injury of colon, with open wound into cavity",,,"-","Tidak Menular"
"S36.6","Injury of rectum",,,"-","Tidak Menular"
"S36.60","Injury of rectum, without open wound into cavity",,,"-","Tidak Menular"
"S36.61","Injury of rectum, with open wound into cavity",,,"-","Tidak Menular"
"S36.7","Injury of multiple intra-abdominal organs",,,"-","Tidak Menular"
"S36.70","Injury of multiple intra-abdominal organs, without open wound into cavity",,,"-","Tidak Menular"
"S36.71","Injury of multiple intra-abdominal organs, with open wound into cavity",,,"-","Tidak Menular"
"S36.8","Injury of other intra-abdominal organs",,,"-","Tidak Menular"
